Row,r2_score_uniform_average,r2_score_variance_weighted,explained_variance_score_uniform_average,explained_variance_score_variance_weighted,mean_absolute_error,mean_squared_error_MSE,mean_squared_error_RMSE,median_absolute_error,mean_squared_log_error,mean_poisson_deviance,mean_gamma_deviance,max_error
0,0.6049608555563426,0.6049608555563426,0.6050298959610066,0.6050298959610066,0.11208150495789591,0.03348914430833504,0.18300039428464368,0.05083166033343589,0.014602851346444777,0.06964519604560115,0.20079164650080086,0.8063140157061381
