mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_max_iter,param_solver,params,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
61.388655471801755,1.3690529645984943,0.09039535522460937,0.013182002990081182,tanh,"(256, 100)",50,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (256, 100), 'max_iter': 50, 'solver': 'adam'}",-0.1930770164976177,-0.1944162763387987,-0.19251498543389342,-0.20055844351207558,-0.19880982332434102,-0.1958753090213453,0.0032185125409800236,5
126.5283013343811,0.6563893943805249,0.10379147529602051,0.01723781674001498,tanh,"(256, 100)",100,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (256, 100), 'max_iter': 100, 'solver': 'adam'}",-0.19151126939026406,-0.19149692864301868,-0.19142506660941022,-0.19367111965320058,-0.19354483282588966,-0.19232984342435663,0.0010447633928335977,1
175.75404834747314,23.30222237031475,0.11559896469116211,0.021930823944999674,tanh,"(256, 100)",150,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (256, 100), 'max_iter': 150, 'solver': 'adam'}",-0.1923636582575714,-0.1929307965392793,-0.19276929192463008,-0.19814133498384534,-0.19416035466946105,-0.19407308727495742,0.0021206184487006542,3
189.82373504638673,37.88934732809625,0.1086315631866455,0.013987431840136847,tanh,"(256, 100)",200,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (256, 100), 'max_iter': 200, 'solver': 'adam'}",-0.19766530680821387,-0.1929307965392793,-0.19276929192463008,-0.19814133498384534,-0.19416035466946105,-0.19513341698508593,0.0023171323295647006,4
365.49908151626585,2.029191859091316,0.38718624114990235,0.048460672392182234,tanh,"(512, 256, 100)",50,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (512, 256, 100), 'max_iter': 50, 'solver': 'adam'}",-0.18995704137405847,-0.1907427031057597,-0.19780994919368092,-0.192648053535774,-0.19476237409961825,-0.19318402426177825,0.0028478448640964216,2
683.3570195198059,5.923227317409375,0.2761620044708252,0.07168542435233151,tanh,"(512, 256, 100)",100,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (512, 256, 100), 'max_iter': 100, 'solver': 'adam'}",-0.19792029713361833,-0.19425053781803384,-0.2009947342548083,-0.1983044167820472,-0.1931707214084127,-0.1969281414793841,0.0028531894542457767,6
881.4224126815795,17.307392752221403,0.21939916610717775,0.02469530419094719,tanh,"(512, 256, 100)",150,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (512, 256, 100), 'max_iter': 150, 'solver': 'adam'}",-0.2023469684476179,-0.20876563591012073,-0.20351404667570533,-0.2061475998269272,-0.20492908436468216,-0.20514066704501066,0.0022203479821795444,7
949.2183422565461,68.24138422124834,0.17759509086608888,0.020911779829405595,tanh,"(512, 256, 100)",200,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (512, 256, 100), 'max_iter': 200, 'solver': 'adam'}",-0.2095292321489926,-0.21046425283296943,-0.21271874299100618,-0.21236338407513344,-0.21361259786711614,-0.21173764198304354,0.0015078571446603404,8
