Row,r2_score_uniform_average,r2_score_variance_weighted,explained_variance_score_uniform_average,explained_variance_score_variance_weighted,mean_absolute_error,mean_squared_error_MSE,mean_squared_error_RMSE,median_absolute_error,mean_squared_log_error,max_error
0,0.6285286532346761,0.6285286532346761,0.6297542921093356,0.6297542921093356,0.1239211573183684,0.031088144694147956,0.17631830504558496,0.084509504132258,0.01664243723669413,0.7825221113251004
