Row,r2_score_uniform_average,r2_score_variance_weighted,explained_variance_score_uniform_average,explained_variance_score_variance_weighted,mean_absolute_error,mean_squared_error_MSE,mean_squared_error_RMSE,median_absolute_error,max_error
0,0.4714382048669866,0.4714382048669866,0.47271763954848267,0.4727176395484827,0.1586536672033979,0.04423492070109673,0.21032099443730465,0.11696319444624906,0.88045127444466
