mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,params,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
0.10800199508666992,0.0202750361751411,0.0018000125885009766,0.0004018371379391568,mse,6,8,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 8}",-0.21635252783285136,-0.2252370330485911,-0.2222960702296663,-0.21978709162511928,-0.22129047215810793,-0.22099263897886717,0.0029252861233333353,130
0.08991041183471679,0.008876897764380425,0.0016004562377929688,0.0004909150607259793,mse,6,10,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 10}",-0.21635252783285136,-0.2250732437304661,-0.2222960702296663,-0.21978709162511928,-0.2214566915595252,-0.22099312499552565,0.0028826927567951023,134
0.09699473381042481,0.0019998860208988813,0.0020017623901367188,4.328462874569022e-06,mse,6,12,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 12}",-0.21635252783285136,-0.2250732437304661,-0.2222960702296663,-0.21978709162511928,-0.2214566915595252,-0.22099312499552565,0.0028826927567951023,134
0.09140090942382813,0.006467671451016917,0.0016012191772460938,0.00048814914730590646,mse,6,14,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 14}",-0.21635252783285136,-0.2250732437304661,-0.2222960702296663,-0.21978709162511928,-0.2214566915595252,-0.22099312499552565,0.0028826927567951023,134
0.09659752845764161,0.009208087609795721,0.002403545379638672,0.0007998730120823388,mse,6,16,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 16}",-0.21635252783285136,-0.2250732437304661,-0.22173516297166054,-0.21978709162511928,-0.2214566915595252,-0.2208809435439245,0.0028404090668364855,115
0.1000023365020752,0.0033503912556573623,0.0019960880279541017,0.0006263149505248808,mse,6,18,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 18}",-0.21635252783285136,-0.2250732437304661,-0.22173516297166054,-0.21978709162511928,-0.2214566915595252,-0.2208809435439245,0.0028404090668364855,115
0.09599761962890625,0.0046918870176773314,0.0018349647521972655,0.0004227612697783148,mse,6,20,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 20}",-0.21635252783285136,-0.22509161674716882,-0.22173516297166054,-0.21978709162511928,-0.2214566915595252,-0.22088461814726507,0.0028458369170326317,119
0.09579076766967773,0.005577227599104595,0.0020048141479492186,2.8981344984097948e-06,mse,6,22,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 22}",-0.21635252783285136,-0.22509161674716882,-0.22173516297166054,-0.21978709162511928,-0.2214566915595252,-0.22088461814726507,0.0028458369170326317,119
0.09199609756469726,0.013477175034820994,0.0018030166625976562,0.00039928564132678165,mse,6,24,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 24}",-0.21635252783285136,-0.22509161674716882,-0.22173516297166054,-0.21978709162511928,-0.2214566915595252,-0.22088461814726507,0.0028458369170326317,119
0.10280008316040039,0.00248265290642681,0.0014032363891601563,0.0004849272277974501,mse,6,26,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 26}",-0.21635252783285136,-0.22509210629306808,-0.22173516297166054,-0.21978709162511928,-0.2214566915595252,-0.22088471605644494,0.0028459816591565974,125
0.09700403213500977,0.004245752949274595,0.0018021583557128907,0.00040053970471616926,mse,6,28,"{'criterion': 'mse', 'max_depth': 6, 'min_samples_split': 28}",-0.21635252783285136,-0.22502250165310547,-0.22206807826467032,-0.21978709162511928,-0.2214566915595252,-0.22093737818705436,0.0028488739783371604,127
0.1357962131500244,0.005492295191100689,0.001999950408935547,2.879243686571222e-06,mse,9,2,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 2}",-0.20705681454573946,-0.21948322224874137,-0.2168627292473141,-0.21640946005337292,-0.21516711341702316,-0.2149958679024382,0.0042113574131445305,30
0.13720011711120605,0.007701868610016636,0.0019997119903564452,3.36364595194786e-06,mse,9,4,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 4}",-0.20770048064261895,-0.2189139839963975,-0.21568459258606867,-0.21615002599771307,-0.21409825378046585,-0.21450946740065277,0.003741751340388217,25
0.12201137542724609,0.011592987851250954,0.002193260192871094,0.0003845467563869578,mse,9,6,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 6}",-0.20680917816003427,-0.21937133203565148,-0.21594219791146282,-0.21543815087479234,-0.21414556605279064,-0.2143412850069463,0.004143388696060118,23
0.13120036125183104,0.007650598254614957,0.002000570297241211,0.0006321877299509414,mse,9,8,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 8}",-0.20703836151819932,-0.2192233649167102,-0.21548235778921082,-0.21468121291149633,-0.21358070796603812,-0.214001201020331,0.003964471860107602,22
0.14179229736328125,0.0067480012720093204,0.0015964508056640625,0.0004886309993478218,mse,9,10,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 10}",-0.20684083875609957,-0.21891598940893794,-0.21505310052519477,-0.21461471995658027,-0.2131703666981443,-0.21371900306899136,0.0039294004113988226,20
0.14729666709899902,0.0066734116223910065,0.0023020267486572265,0.00048658386541641243,mse,9,12,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 12}",-0.20600632670847674,-0.21871966565487,-0.21493571037326026,-0.21454194430545093,-0.21322610983057283,-0.21348595137452614,0.004162234740275651,17
0.1452033042907715,0.013645584419251972,0.0022013187408447266,0.0003992384993760408,mse,9,14,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 14}",-0.2065185168998101,-0.21921056554982993,-0.21392818299792707,-0.21491834387792333,-0.21109985217829064,-0.21313509230075622,0.004210501790383592,15
0.1587975025177002,0.010908824483248432,0.0022043228149414063,0.0003998899980383553,mse,9,16,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 16}",-0.20602958254343554,-0.21811462999281267,-0.21329797844909998,-0.21513501094835558,-0.2104956951177644,-0.21261457941029366,0.004121213903117013,13
0.15239710807800294,0.015344463678921212,0.0018027305603027343,0.00040093679051395867,mse,9,18,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 18}",-0.20665109592705228,-0.21738213700968798,-0.21293225405127544,-0.21528310067633227,-0.2102042439717213,-0.21249056632721386,0.00377485057573996,12
0.14859461784362793,0.014554384336740663,0.002001380920410156,2.309585769331424e-06,mse,9,20,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 20}",-0.2062460602561949,-0.21703952417219238,-0.21346303006291634,-0.21484092219807466,-0.21033619440890094,-0.21238514621965585,0.003761448746171028,9
0.13819646835327148,0.008400980071923695,0.0018035411834716798,0.00040232762158394963,mse,9,22,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 22}",-0.20522132532957946,-0.21742055832421184,-0.21327861277030774,-0.21451795690968903,-0.2096116719283785,-0.21201002505243333,0.004219275978609169,7
0.13539690971374513,0.007864275747465722,0.0020004749298095704,1.0070186654063644e-06,mse,9,24,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 24}",-0.2052614594930952,-0.21738557888078236,-0.21285700304242497,-0.2143326627397695,-0.2098444422536553,-0.21193622928194547,0.004128298763219079,4
0.13599519729614257,0.0018948173523909199,0.0018012046813964844,0.0003983876833812568,mse,9,26,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 26}",-0.20552842567085358,-0.2174751706241042,-0.21300729788486375,-0.21425720322238542,-0.2093176026104864,-0.21191714000253867,0.004126240660361235,3
0.13379883766174316,0.009988017811455868,0.0018008232116699218,0.000400925306452185,mse,9,28,"{'criterion': 'mse', 'max_depth': 9, 'min_samples_split': 28}",-0.2053619383556368,-0.21715365845682008,-0.2138221130353528,-0.21381647783623048,-0.20908906768654895,-0.21184865107411782,0.004137698393399485,1
0.17500066757202148,0.00726500097464691,0.0018249034881591796,0.0004144527862572134,mse,12,2,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 2}",-0.22475222530687516,-0.22604773463308164,-0.22834246744002443,-0.22877444259812932,-0.22730917373408144,-0.2270452087424384,0.001482938637135591,259
0.17880420684814452,0.008541055123207594,0.002198934555053711,0.00040043136760825804,mse,12,4,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 4}",-0.22001144651453505,-0.22701479189720586,-0.2252816325150114,-0.2269200024763975,-0.22663688220081898,-0.22517295112079375,0.002654829619305687,225
0.17859816551208496,0.008983799455089364,0.0022029876708984375,0.0004014220983568929,mse,12,6,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 6}",-0.2199411029493108,-0.22379624704155063,-0.22624608026582615,-0.22577190458926327,-0.22525072324962436,-0.22420121161911505,0.002283092684889195,219
0.1745990753173828,0.00968381622997946,0.002002716064453125,0.0006339340109647864,mse,12,8,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 8}",-0.21898436832321658,-0.2223491535448019,-0.2249657172564745,-0.22180799351209876,-0.22300625805177496,-0.2222226981376733,0.0019397355958356874,170
0.1727982997894287,0.0168697769407984,0.002804088592529297,0.000981091524821291,mse,12,10,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 10}",-0.2179646931188398,-0.2220875015820425,-0.22196207117306482,-0.21938319194227487,-0.22143042643171973,-0.22056557684958836,0.0016233943659127133,105
0.1717977523803711,0.008232757896486174,0.002205038070678711,0.0004009514272536766,mse,12,12,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 12}",-0.21614189513001622,-0.22077486154139744,-0.2236240890381342,-0.2195114090443473,-0.22058609895083905,-0.22012767074094683,0.0024133022589018747,88
0.17199358940124512,0.009099042796127237,0.002803659439086914,0.0011695493820949364,mse,12,14,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 14}",-0.2154812805321377,-0.2211169267276501,-0.2226788310847031,-0.21832515931934257,-0.21754563301515656,-0.21902956613579802,0.002567597558126,48
0.1732008457183838,0.01030308965342943,0.0029991626739501952,0.0006324102242444681,mse,12,16,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 16}",-0.21456259619547113,-0.2189406295878428,-0.2217540337494011,-0.21706376539284908,-0.21595679773339668,-0.2176555645317922,0.0025000532038994545,41
0.16868267059326172,0.006984095774228594,0.002001047134399414,1.6170334775746508e-06,mse,12,18,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 18}",-0.21304845321266935,-0.21915625602986338,-0.22126908405218237,-0.21808733983942336,-0.21473155864088336,-0.21725853835500436,0.0029827223955470467,39
0.17619857788085938,0.015523397130868954,0.001800394058227539,0.0007471469450955405,mse,12,20,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 20}",-0.21161643743006137,-0.21747796589349747,-0.22020633651628296,-0.21730755773640276,-0.21419867873277634,-0.21616139526180417,0.002963696822019385,37
0.16439285278320312,0.007558421308207501,0.001800394058227539,0.00040130771044693376,mse,12,22,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 22}",-0.21077187132994535,-0.21767479707291645,-0.21945826848699893,-0.21663309938578107,-0.2141497244496531,-0.215737552145059,0.003019199748805598,35
0.16080036163330078,0.0022277689632849026,0.0020015716552734377,3.128284352656694e-06,mse,12,24,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 24}",-0.2105596232438502,-0.21657514984386317,-0.21860278870013705,-0.21651774030724708,-0.21400165974676222,-0.21525139236837196,0.002762692797692568,33
0.15339746475219726,0.015693958967002472,0.002618074417114258,0.0011909513348234374,mse,12,26,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 26}",-0.21102909642495415,-0.21567510549654312,-0.21903749650952753,-0.21633222083390788,-0.21330763231158156,-0.2150763103153029,0.0027252532036570274,31
0.15940237045288086,0.006184197859382597,0.002667856216430664,0.0007582885333321061,mse,12,28,"{'criterion': 'mse', 'max_depth': 12, 'min_samples_split': 28}",-0.21128308014850208,-0.21486345980246868,-0.2187422721805468,-0.21581251600589332,-0.2131095207786702,-0.21476216978321622,0.0025215080950625962,27
0.21260180473327636,0.009112969713829626,0.0024002552032470702,0.0004904870551472807,mse,15,2,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 2}",-0.23612096812174949,-0.2430671668246167,-0.23732562848970756,-0.24052687827037167,-0.2433913600759684,-0.2400864003564828,0.0029444273598184553,501
0.2020014762878418,0.010881010492553909,0.0018003463745117187,0.0009800660371523454,mse,15,4,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 4}",-0.23234231862080534,-0.2434380876452017,-0.2332065868440377,-0.23573016489500181,-0.23678656173479884,-0.2363007439479691,0.003917810451888956,445
0.19359931945800782,0.020655253403809196,0.0022006511688232424,0.0003989728559554667,mse,15,6,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 6}",-0.22960938344069223,-0.23998305667730765,-0.2336451025232339,-0.2325124876621206,-0.23731201809243727,-0.23461240967915833,0.0036471183670974934,430
0.18800134658813478,0.01461537203476638,0.0019992828369140626,3.215028349120631e-06,mse,15,8,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 8}",-0.22600535667991783,-0.23873535054290684,-0.23000529936619143,-0.2306797905825688,-0.23355893447957554,-0.23179694633023207,0.004224845600558911,365
0.18839874267578124,0.007311145918421712,0.002201271057128906,0.0007488517597367566,mse,15,10,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 10}",-0.2247164229576186,-0.23724051133987398,-0.2274083330817322,-0.22915049293031517,-0.2284770232254967,-0.22939855670700732,0.00420215132008734,300
0.17743277549743652,0.0045388871657511725,0.001969003677368164,6.452041986280732e-05,mse,15,12,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 12}",-0.22211527936724246,-0.23301896027898003,-0.22649269426722904,-0.2262891245408447,-0.2285507457606487,-0.22729336084298896,0.0035447310481369963,264
0.1852022171020508,0.005914474903327751,0.0020012855529785156,8.662177145283198e-07,mse,15,14,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 14}",-0.22028834575367018,-0.23213394551977048,-0.2256884976136579,-0.2253919773579323,-0.22486988567467894,-0.22567453038394195,0.003780542637572144,249
0.17460207939147948,0.007710206142435682,0.0022003173828125,0.000398899645891094,mse,15,16,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 16}",-0.22037887592415856,-0.2311965980382596,-0.2242984997193836,-0.22270415777257202,-0.22218206861702214,-0.22415204001427919,0.0037379450435040826,215
0.17520127296447754,0.014457767111501131,0.0024012088775634765,0.0004904864525096442,mse,15,18,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 18}",-0.21827929104666732,-0.22930705162464465,-0.22244636311672414,-0.22140681501386741,-0.22092180941077574,-0.22247226604253584,0.0036833437497036893,174
0.17699947357177734,0.008503041916529916,0.0018015384674072265,0.0004010664666944641,mse,15,20,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 20}",-0.2168119497524112,-0.22779151324022187,-0.22260470948946826,-0.21899928788123577,-0.219272073071643,-0.22109590668699602,0.0038257574283502515,145
0.1665900707244873,0.011009808495172668,0.0022003650665283203,0.0007471287220380619,mse,15,22,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 22}",-0.21656925150491632,-0.22774805426290343,-0.22051458749333702,-0.21854588870100625,-0.21868532080533615,-0.22041262055349983,0.0038744992666047704,100
0.16739978790283203,0.010208251384019514,0.0024018287658691406,0.000800495682043377,mse,15,24,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 24}",-0.2158009360962167,-0.22606247918876676,-0.22042131515905766,-0.2170413475349856,-0.2172139544853292,-0.2193080064928712,0.0037063377340590146,52
0.17520427703857422,0.007784644102960187,0.002217006683349609,0.0003786825160950799,mse,15,26,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 26}",-0.2157039553935816,-0.22419841888923434,-0.21964349024037902,-0.21689561039911548,-0.21621665355589084,-0.21853162569564027,0.0031426151294816525,45
0.16380023956298828,0.014249661125735712,0.0019989967346191405,2.516869205550508e-06,mse,15,28,"{'criterion': 'mse', 'max_depth': 15, 'min_samples_split': 28}",-0.2148902473332785,-0.2232222464041662,-0.21954704393472313,-0.21613931751188903,-0.2171533446285192,-0.21819043996251525,0.00294392227590941,43
0.22559585571289062,0.010368064986793237,0.002399635314941406,0.0004887582127640725,mse,18,2,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 2}",-0.2410212384615633,-0.24890152492695272,-0.24371702796930836,-0.24827096977846094,-0.24642134800216658,-0.2456664218276904,0.0029392972132695466,594
0.19970450401306153,0.022717180667221778,0.002000761032104492,6.101652695546906e-06,mse,18,4,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 4}",-0.2330303745101169,-0.24962719026692606,-0.242435624996921,-0.24243560306665107,-0.2456057541754091,-0.24262690940320483,0.00547803099919337,562
0.20260162353515626,0.020869303720552887,0.001824331283569336,0.00041667201404889544,mse,18,6,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 6}",-0.23366521860297826,-0.24480000139912927,-0.23837716300367412,-0.2375232540314265,-0.24158644675024976,-0.2391904167574916,0.003772983632294491,494
0.17659502029418944,0.013710838840757567,0.002399921417236328,0.0004897902916973418,mse,18,8,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 8}",-0.22978839260315845,-0.23992485018290396,-0.23422691833687503,-0.2324012967712425,-0.23652374122966174,-0.23457303982476835,0.003469185123070816,429
0.18921046257019042,0.017022599860722007,0.00260777473449707,0.0004984732906055667,mse,18,10,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 10}",-0.22792543059953807,-0.23879877791164722,-0.23224123492311877,-0.23114410573756738,-0.23197029634457722,-0.23241596910328974,0.0035426537228571233,384
0.2103975772857666,0.026513775448073096,0.0028002262115478516,0.0007481553130546357,mse,18,12,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 12}",-0.22357314701320144,-0.23538002708779404,-0.2318557327844757,-0.2310613612827272,-0.23116616350556995,-0.23060728633475364,0.0038557831002015643,343
0.2411895751953125,0.03486491739993333,0.002199745178222656,0.00039942977187687977,mse,18,14,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 14}",-0.22232793652206137,-0.2348488430959553,-0.22812291217020916,-0.22843676280289502,-0.22831205756274045,-0.22840970243077224,0.0039634057201330805,287
0.190397310256958,0.03326589768312359,0.0020001411437988283,1.2561740753478519e-06,mse,18,16,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 16}",-0.22173518829515163,-0.2312800496938376,-0.22888088830298292,-0.2251740554068044,-0.2242303443607099,-0.22626010521189727,0.0034012542688805192,254
0.1876014232635498,0.013063825448902057,0.0021996498107910156,0.0004018569586641924,mse,18,18,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 18}",-0.21964286298394373,-0.23064060770896322,-0.2260009299736936,-0.22463185003253489,-0.22292824815095547,-0.2247688997700182,0.003624303703845184,223
0.18440189361572265,0.009748359783044532,0.002000570297241211,1.206313194339134e-06,mse,18,20,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 20}",-0.21777595617428466,-0.22817403365544767,-0.22431886927610117,-0.2229053159896753,-0.2210472840993042,-0.2228442918389626,0.0034496815395545282,193
0.164201021194458,0.006494981016771906,0.001827383041381836,0.00034853464768414515,mse,18,22,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 22}",-0.21720864824605976,-0.22864197798859562,-0.2225726721344828,-0.22063325219079966,-0.22055887694124535,-0.22192308550023662,0.003776668707939501,167
0.1770030975341797,0.010412449186214173,0.001601409912109375,0.000490039040055608,mse,18,24,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 24}",-0.21708781398077995,-0.22740860028253473,-0.22163278354098118,-0.21957091230638526,-0.21967298332190413,-0.22107461868651704,0.0034799769309039924,144
0.16780571937561034,0.007028271796470626,0.0015952587127685547,0.000487345608379475,mse,18,26,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 26}",-0.21612880598678663,-0.22541892760606658,-0.2208045716893198,-0.21771773644792902,-0.2187454935604703,-0.21976310705811447,0.0032093668250713133,65
0.17220029830932618,0.006177729777275743,0.0018007755279541016,0.00040018730018323166,mse,18,28,"{'criterion': 'mse', 'max_depth': 18, 'min_samples_split': 28}",-0.21558046980726883,-0.22491900715623278,-0.2203649247088014,-0.21701614452093626,-0.21708190857045903,-0.21899249095273965,0.003352769818528181,47
0.23338704109191893,0.010341026468380596,0.0025986194610595702,0.000488504078617689,mse,21,2,"{'criterion': 'mse', 'max_depth': 21, 'min_samples_split': 2}",-0.24394035530480498,-0.25190277777979647,-0.24531472346784053,-0.2515458115630813,-0.24956013900715696,-0.24845276142453607,0.0032528433201941577,615
0.22319598197937013,0.004444111011044612,0.002196788787841797,0.0003998599867027658,mse,21,4,"{'criterion': 'mse', 'max_depth': 21, 'min_samples_split': 4}",-0.23895295305231548,-0.25089806648247914,-0.2423263222803471,-0.24473375940299288,-0.2466280079705411,-0.24470782183773515,0.004019874903101604,575
0.19619827270507811,0.01321326092057088,0.0024032115936279295,0.0004929444756168073,mse,21,6,"{'criterion': 'mse', 'max_depth': 21, 'min_samples_split': 6}",-0.23407745698250695,-0.24768182710787398,-0.2403919172082261,-0.23933670754819558,-0.24296329759546642,-0.24089024128845385,0.00446091973397875,535
0.2050014019012451,0.007410296508114131,0.0017985820770263672,0.000397304239820621,mse,21,8,"{'criterion': 'mse', 'max_depth': 21, 'min_samples_split': 8}",-0.2301537005219627,-0.24250384119391913,-0.23716107028490716,-0.23538552574777097,-0.23915350898438892,-0.23687152934658978,0.004107350303554614,456
0.19679646492004393,0.005307985554040829,0.0020022869110107424,1.4650622840630738e-06,mse,21,10,"{'criterion': 'mse', 'max_depth': 21, 'min_samples_split': 10}",-0.2277739357648658,-0.23978378855791113,-0.23412116006949552,-0.23442423977747492,-0.23517037634974716,-0.2342547001038989,0.0038329144310639152,425
0.18959522247314453,0.012291736814867527,0.001803445816040039,0.00040211792053092206,mse,21,12,"{'criterion': 'mse', 'max_depth': 21, 'min_samples_split': 12}",-0.22424854955808446,-0.23673197656734987,-0.23246799301939927,-0.2319148722070752,-0.23148252082579113,-0.23136918243554,0.004024449803198922,356
