Row,r2_score_uniform_average,r2_score_variance_weighted,explained_variance_score_uniform_average,explained_variance_score_variance_weighted,mean_absolute_error,mean_squared_error_MSE,mean_squared_error_RMSE,median_absolute_error,mean_squared_log_error,max_error
0,0.47394340140440316,0.4739434014044032,0.474130400506214,0.474130400506214,0.1494322150626947,0.044025262774258875,0.20982197876833322,0.09979245165031103,0.02288489421562718,0.9101063586937442
