Row,r2_score_uniform_average,r2_score_variance_weighted,explained_variance_score_uniform_average,explained_variance_score_variance_weighted,mean_absolute_error,mean_squared_error_MSE,mean_squared_error_RMSE,median_absolute_error,max_error
0,0.5443476321861328,0.5443476321861328,0.5577577407874033,0.5577577407874033,0.1417032417186127,0.03813318810233182,0.19527720835348866,0.0991965916104256,0.8194718181997638
