Row,r2_score_uniform_average,r2_score_variance_weighted,explained_variance_score_uniform_average,explained_variance_score_variance_weighted,mean_absolute_error,mean_squared_error_MSE,mean_squared_error_RMSE,median_absolute_error,mean_squared_log_error,max_error
0,0.6122826160551815,0.6122826160551815,0.6125624571117346,0.6125624571117346,0.12521264850330463,0.03244776276143782,0.180132625477557,0.08540426593988178,0.017287668710192303,0.843787011160293
