Row,r2_score_uniform_average,r2_score_variance_weighted,explained_variance_score_uniform_average,explained_variance_score_variance_weighted,mean_absolute_error,mean_squared_error_MSE,mean_squared_error_RMSE,median_absolute_error,max_error
0,0.2770852616381121,0.2770852616381121,0.2817943949524466,0.2817943949524466,0.1933703464712668,0.060500165580535135,0.24596781411504867,0.15710051858716578,1.5256649070653034
