Row,r2_score_uniform_average,r2_score_variance_weighted,explained_variance_score_uniform_average,explained_variance_score_variance_weighted,mean_absolute_error,mean_squared_error_MSE,mean_squared_error_RMSE,median_absolute_error,max_error
0,0.6106951771620241,0.6106951771620241,0.6111058585898359,0.6111058585898359,0.12680090072531996,0.03258061427322555,0.18050100906428626,0.08611226455304355,0.8039650210209502
