mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_average,param_eta0,param_learning_rate,param_loss,param_max_iter,param_penalty,params,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
0.11494569778442383,0.019427662662469126,0.002201080322265625,0.00040400589271830274,32,0.1,invscaling,squared_loss,250,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 250, 'penalty': 'l1'}",-266901969386.99612,-362544953044.6615,-365487480722.1713,-280867871693.8906,-513814866802.95483,-357923428330.1349,87867148315.01067,1621
0.13080530166625975,0.0315287873940582,0.001996946334838867,0.0006311096132544638,32,0.1,invscaling,squared_loss,250,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 250, 'penalty': 'elasticnet'}",-354256507913.36694,-129228108857.74408,-1083624675813.8641,-107647538446.59933,-616044798464.316,-458160325899.1781,362762947572.92145,1673
0.12380809783935547,0.03167153771811376,0.0012065410614013673,0.000403969523079772,32,0.1,invscaling,squared_loss,300,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 300, 'penalty': 'l2'}",-562291960311.0465,-167363940083.90775,-396651148974.62994,-225382833344.55945,-248736498430.39212,-320085276228.9071,142765134384.34357,1603
0.12460289001464844,0.012540095182125736,0.0015980720520019532,0.0004912797355870865,32,0.1,invscaling,squared_loss,300,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 300, 'penalty': 'l1'}",-266901969386.99612,-362544953044.6615,-365487480722.1713,-280867871693.8906,-513814866802.95483,-357923428330.1349,87867148315.01067,1621
0.1271963119506836,0.017503922543487718,0.0015968799591064454,0.0004901559982146299,32,0.1,invscaling,squared_loss,300,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 300, 'penalty': 'elasticnet'}",-354256507913.36694,-129228108857.74408,-1083624675813.8641,-107647538446.59933,-616044798464.316,-458160325899.1781,362762947572.92145,1673
0.11140098571777343,0.028295764762341753,0.001194906234741211,0.0007446719412699161,32,0.1,invscaling,squared_loss,350,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 350, 'penalty': 'l2'}",-562291960311.0465,-167363940083.90775,-396651148974.62994,-225382833344.55945,-248736498430.39212,-320085276228.9071,142765134384.34357,1603
0.1055948257446289,0.01833744249062543,0.0009962558746337891,5.774653516922415e-06,32,0.1,invscaling,squared_loss,350,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 350, 'penalty': 'l1'}",-266901969386.99612,-362544953044.6615,-365487480722.1713,-280867871693.8906,-513814866802.95483,-357923428330.1349,87867148315.01067,1621
0.11300115585327149,0.02025009088571621,0.00159759521484375,0.0004895549279741241,32,0.1,invscaling,squared_loss,350,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 350, 'penalty': 'elasticnet'}",-354256507913.36694,-129228108857.74408,-1083624675813.8641,-107647538446.59933,-616044798464.316,-458160325899.1781,362762947572.92145,1673
0.11019721031188964,0.02723807972449122,0.0018019676208496094,0.0007495671280288373,32,0.1,invscaling,squared_loss,400,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 400, 'penalty': 'l2'}",-562291960311.0465,-167363940083.90775,-396651148974.62994,-225382833344.55945,-248736498430.39212,-320085276228.9071,142765134384.34357,1603
0.09859838485717773,0.009924693440622061,0.0013962268829345703,0.0004964553931298492,32,0.1,invscaling,squared_loss,400,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 400, 'penalty': 'l1'}",-266901969386.99612,-362544953044.6615,-365487480722.1713,-280867871693.8906,-513814866802.95483,-357923428330.1349,87867148315.01067,1621
0.11159887313842773,0.010891973282853672,0.001602029800415039,0.0004863599373177931,32,0.1,invscaling,squared_loss,400,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 400, 'penalty': 'elasticnet'}",-354256507913.36694,-129228108857.74408,-1083624675813.8641,-107647538446.59933,-616044798464.316,-458160325899.1781,362762947572.92145,1673
0.10679993629455567,0.025532119101106525,0.0013962268829345703,0.0007880847335748107,32,0.1,invscaling,squared_loss,450,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 450, 'penalty': 'l2'}",-562291960311.0465,-167363940083.90775,-396651148974.62994,-225382833344.55945,-248736498430.39212,-320085276228.9071,142765134384.34357,1603
0.11401300430297852,0.013550211606763344,0.002192258834838867,0.0003912620174556673,32,0.1,invscaling,squared_loss,450,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 450, 'penalty': 'l1'}",-266901969386.99612,-362544953044.6615,-365487480722.1713,-280867871693.8906,-513814866802.95483,-357923428330.1349,87867148315.01067,1621
0.12919812202453612,0.022466943054242627,0.0016010761260986327,0.0004909689514107191,32,0.1,invscaling,squared_loss,450,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'squared_loss', 'max_iter': 450, 'penalty': 'elasticnet'}",-354256507913.36694,-129228108857.74408,-1083624675813.8641,-107647538446.59933,-616044798464.316,-458160325899.1781,362762947572.92145,1673
0.10399103164672852,0.01386263150808259,0.001804351806640625,0.00040282507731475463,32,0.1,invscaling,huber,50,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 50, 'penalty': 'l2'}",-0.3262613953464671,-0.26697659242476685,-0.3030703159056677,-0.26505464374227433,-0.26998859273913306,-0.2862703080316618,0.024367902885614665,370
0.11479954719543457,0.02727917036289898,0.002000570297241211,5.3630933185586894e-06,32,0.1,invscaling,huber,50,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 50, 'penalty': 'l1'}",-1.3400483794000457,-0.7063595136895738,-0.3978101851287352,-0.4108256811536137,-0.71528174212782,-0.7140651002999576,0.3417271539370014,730
0.11139440536499023,0.014615107988178647,0.0016057968139648437,0.00049440612809363,32,0.1,invscaling,huber,50,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 50, 'penalty': 'elasticnet'}",-0.33595940599616086,-0.2818014541436306,-0.2811935746677316,-0.3044674719812051,-0.26592671193053474,-0.2938697237438526,0.024376190906478756,510
0.09920201301574708,0.01498345856641816,0.0019967079162597655,7.384666703264595e-06,32,0.1,invscaling,huber,100,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 100, 'penalty': 'l2'}",-0.3262613953464671,-0.26697659242476685,-0.3030703159056677,-0.26505464374227433,-0.26998859273913306,-0.2862703080316618,0.024367902885614665,370
0.11159982681274414,0.019392791286943253,0.001600170135498047,0.0004926519570326913,32,0.1,invscaling,huber,100,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 100, 'penalty': 'l1'}",-1.3400483794000457,-0.7063595136895738,-0.3978101851287352,-0.4108256811536137,-0.71528174212782,-0.7140651002999576,0.3417271539370014,730
0.11959052085876465,0.010587872084635203,0.0015992164611816407,0.0004909004986663591,32,0.1,invscaling,huber,100,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 100, 'penalty': 'elasticnet'}",-0.33595940599616086,-0.2818014541436306,-0.2811935746677316,-0.3044674719812051,-0.26592671193053474,-0.2938697237438526,0.024376190906478756,510
0.09159750938415527,0.017089672337490903,0.0014015674591064454,0.0004903612268889344,32,0.1,invscaling,huber,150,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 150, 'penalty': 'l2'}",-0.3262613953464671,-0.26697659242476685,-0.3030703159056677,-0.26505464374227433,-0.26998859273913306,-0.2862703080316618,0.024367902885614665,370
0.12080354690551758,0.025845543818294393,0.0020004749298095704,7.738289938011472e-06,32,0.1,invscaling,huber,150,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 150, 'penalty': 'l1'}",-1.3400483794000457,-0.7063595136895738,-0.3978101851287352,-0.4108256811536137,-0.71528174212782,-0.7140651002999576,0.3417271539370014,730
0.10606794357299805,0.00963483808916349,0.0019317150115966796,0.0006450610249510843,32,0.1,invscaling,huber,150,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 150, 'penalty': 'elasticnet'}",-0.33595940599616086,-0.2818014541436306,-0.2811935746677316,-0.3044674719812051,-0.26592671193053474,-0.2938697237438526,0.024376190906478756,510
0.09789471626281739,0.02075327341101583,0.001972532272338867,0.00017223702709262106,32,0.1,invscaling,huber,200,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 200, 'penalty': 'l2'}",-0.3262613953464671,-0.26697659242476685,-0.3030703159056677,-0.26505464374227433,-0.26998859273913306,-0.2862703080316618,0.024367902885614665,370
0.1240157127380371,0.02451070608841049,0.0017901420593261718,0.00039745478680591235,32,0.1,invscaling,huber,200,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 200, 'penalty': 'l1'}",-1.3400483794000457,-0.7063595136895738,-0.3978101851287352,-0.4108256811536137,-0.71528174212782,-0.7140651002999576,0.3417271539370014,730
0.11900606155395507,0.011456726488232344,0.0016006946563720704,0.0004901037857142484,32,0.1,invscaling,huber,200,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 200, 'penalty': 'elasticnet'}",-0.33595940599616086,-0.2818014541436306,-0.2811935746677316,-0.3044674719812051,-0.26592671193053474,-0.2938697237438526,0.024376190906478756,510
0.10580344200134277,0.0149699537426736,0.0015947341918945313,0.00048612439543768287,32,0.1,invscaling,huber,250,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 250, 'penalty': 'l2'}",-0.3262613953464671,-0.26697659242476685,-0.3030703159056677,-0.26505464374227433,-0.26998859273913306,-0.2862703080316618,0.024367902885614665,370
0.11640844345092774,0.01406557323822894,0.0013963699340820313,0.00047668486547369375,32,0.1,invscaling,huber,250,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 250, 'penalty': 'l1'}",-1.3400483794000457,-0.7063595136895738,-0.3978101851287352,-0.4108256811536137,-0.71528174212782,-0.7140651002999576,0.3417271539370014,730
0.11400036811828614,0.012110634567990095,0.0013939857482910157,0.0004918754854497827,32,0.1,invscaling,huber,250,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 250, 'penalty': 'elasticnet'}",-0.33595940599616086,-0.2818014541436306,-0.2811935746677316,-0.3044674719812051,-0.26592671193053474,-0.2938697237438526,0.024376190906478756,510
0.08880047798156739,0.01882092534981443,0.0014062881469726562,0.0004891115306263387,32,0.1,invscaling,huber,300,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 300, 'penalty': 'l2'}",-0.3262613953464671,-0.26697659242476685,-0.3030703159056677,-0.26505464374227433,-0.26998859273913306,-0.2862703080316618,0.024367902885614665,370
0.11839375495910645,0.016782926985685283,0.0011980056762695313,0.0003980676009234833,32,0.1,invscaling,huber,300,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 300, 'penalty': 'l1'}",-1.3400483794000457,-0.7063595136895738,-0.3978101851287352,-0.4108256811536137,-0.71528174212782,-0.7140651002999576,0.3417271539370014,730
0.09960002899169922,0.012070262469390771,0.0011972904205322266,0.0003934168200028113,32,0.1,invscaling,huber,300,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 300, 'penalty': 'elasticnet'}",-0.33595940599616086,-0.2818014541436306,-0.2811935746677316,-0.3044674719812051,-0.26592671193053474,-0.2938697237438526,0.024376190906478756,510
0.09700398445129395,0.012074991285506835,0.001392030715942383,0.000482082263180564,32,0.1,invscaling,huber,350,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 350, 'penalty': 'l2'}",-0.3262613953464671,-0.26697659242476685,-0.3030703159056677,-0.26505464374227433,-0.26998859273913306,-0.2862703080316618,0.024367902885614665,370
0.11520266532897949,0.018337283645662648,0.0014420032501220703,0.0004615308159773711,32,0.1,invscaling,huber,350,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 350, 'penalty': 'l1'}",-1.3400483794000457,-0.7063595136895738,-0.3978101851287352,-0.4108256811536137,-0.71528174212782,-0.7140651002999576,0.3417271539370014,730
0.11698832511901855,0.0056827799596496685,0.001806783676147461,0.00040213197147675594,32,0.1,invscaling,huber,350,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 350, 'penalty': 'elasticnet'}",-0.33595940599616086,-0.2818014541436306,-0.2811935746677316,-0.3044674719812051,-0.26592671193053474,-0.2938697237438526,0.024376190906478756,510
0.09619779586791992,0.014179766433685168,0.0015986442565917968,0.0008011188869484348,32,0.1,invscaling,huber,400,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 400, 'penalty': 'l2'}",-0.3262613953464671,-0.26697659242476685,-0.3030703159056677,-0.26505464374227433,-0.26998859273913306,-0.2862703080316618,0.024367902885614665,370
0.11713213920593261,0.020189303845792112,0.0018048286437988281,0.0004000877163256842,32,0.1,invscaling,huber,400,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 400, 'penalty': 'l1'}",-1.3400483794000457,-0.7063595136895738,-0.3978101851287352,-0.4108256811536137,-0.71528174212782,-0.7140651002999576,0.3417271539370014,730
0.11000432968139648,0.01181491128283191,0.0019988536834716795,0.0006340391537900174,32,0.1,invscaling,huber,400,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 400, 'penalty': 'elasticnet'}",-0.33595940599616086,-0.2818014541436306,-0.2811935746677316,-0.3044674719812051,-0.26592671193053474,-0.2938697237438526,0.024376190906478756,510
0.10058054924011231,0.01534144845661109,0.0015989780426025391,0.0004922522021400647,32,0.1,invscaling,huber,450,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 450, 'penalty': 'l2'}",-0.3262613953464671,-0.26697659242476685,-0.3030703159056677,-0.26505464374227433,-0.26998859273913306,-0.2862703080316618,0.024367902885614665,370
0.11620159149169922,0.02320014274957314,0.00159759521484375,0.0004900402696300597,32,0.1,invscaling,huber,450,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 450, 'penalty': 'l1'}",-1.3400483794000457,-0.7063595136895738,-0.3978101851287352,-0.4108256811536137,-0.71528174212782,-0.7140651002999576,0.3417271539370014,730
0.10300707817077637,0.017111093615662255,0.001799297332763672,0.00039721220475385567,32,0.1,invscaling,huber,450,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'huber', 'max_iter': 450, 'penalty': 'elasticnet'}",-0.33595940599616086,-0.2818014541436306,-0.2811935746677316,-0.3044674719812051,-0.26592671193053474,-0.2938697237438526,0.024376190906478756,510
0.10340380668640137,0.028639670081538587,0.0017993927001953125,0.00039412047572146605,32,0.1,invscaling,epsilon_insensitive,50,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 50, 'penalty': 'l2'}",-0.4828990853744486,-0.4858459923996241,-0.4307894044037494,-0.2818940947830913,-0.4565913685264232,-0.42760398909746733,0.07554001185976535,613
0.11920089721679687,0.024477748360727747,0.0014657020568847657,0.0004559879232730157,32,0.1,invscaling,epsilon_insensitive,50,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 50, 'penalty': 'l1'}",-0.9130570747862936,-0.948873813638661,-0.5888222589681321,-0.6965323849696894,-1.7351851883035527,-0.9764941441332657,0.4022604435113194,784
0.16182241439819336,0.06654514849183837,0.0017894744873046876,0.0003921091012464681,32,0.1,invscaling,epsilon_insensitive,50,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 50, 'penalty': 'elasticnet'}",-0.8349756988578566,-0.44831705928533816,-0.7320664365883072,-0.3753337294997556,-0.30274599703737093,-0.5386877842537258,0.2077025631088487,631
0.10481066703796386,0.0233528530660837,0.0015931129455566406,0.0004919887396372473,32,0.1,invscaling,epsilon_insensitive,100,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 100, 'penalty': 'l2'}",-0.4828990853744486,-0.4858459923996241,-0.4307894044037494,-0.2818940947830913,-0.4565913685264232,-0.42760398909746733,0.07554001185976535,613
0.12760539054870607,0.030303690530112892,0.0018007278442382813,0.000399961258828997,32,0.1,invscaling,epsilon_insensitive,100,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 100, 'penalty': 'l1'}",-0.9130570747862936,-0.948873813638661,-0.5888222589681321,-0.6965323849696894,-1.7351851883035527,-0.9764941441332657,0.4022604435113194,784
0.18339838981628417,0.05715629580076569,0.0009963512420654297,3.3001816698071056e-06,32,0.1,invscaling,epsilon_insensitive,100,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 100, 'penalty': 'elasticnet'}",-0.8349756988578566,-0.44831705928533816,-0.7320664365883072,-0.3753337294997556,-0.30274599703737093,-0.5386877842537258,0.2077025631088487,631
0.11559605598449707,0.025473283544831738,0.001397705078125,0.0004932134345098551,32,0.1,invscaling,epsilon_insensitive,150,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 150, 'penalty': 'l2'}",-0.4828990853744486,-0.4858459923996241,-0.4307894044037494,-0.2818940947830913,-0.4565913685264232,-0.42760398909746733,0.07554001185976535,613
0.11999835968017578,0.029769685700477652,0.0014014244079589844,0.0004911584527396819,32,0.1,invscaling,epsilon_insensitive,150,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 150, 'penalty': 'l1'}",-0.9130570747862936,-0.948873813638661,-0.5888222589681321,-0.6965323849696894,-1.7351851883035527,-0.9764941441332657,0.4022604435113194,784
0.1631993293762207,0.06616294366252365,0.001602935791015625,0.000495547344940632,32,0.1,invscaling,epsilon_insensitive,150,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 150, 'penalty': 'elasticnet'}",-0.8349756988578566,-0.44831705928533816,-0.7320664365883072,-0.3753337294997556,-0.30274599703737093,-0.5386877842537258,0.2077025631088487,631
0.10600504875183106,0.020137320616136857,0.001994609832763672,1.6677034502637495e-05,32,0.1,invscaling,epsilon_insensitive,200,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 200, 'penalty': 'l2'}",-0.4828990853744486,-0.4858459923996241,-0.4307894044037494,-0.2818940947830913,-0.4565913685264232,-0.42760398909746733,0.07554001185976535,613
0.11260476112365722,0.026379760502281857,0.0017957687377929688,0.00039557518001737303,32,0.1,invscaling,epsilon_insensitive,200,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 200, 'penalty': 'l1'}",-0.9130570747862936,-0.948873813638661,-0.5888222589681321,-0.6965323849696894,-1.7351851883035527,-0.9764941441332657,0.4022604435113194,784
0.16889967918395996,0.06272404309485724,0.00231170654296875,0.001273118520415133,32,0.1,invscaling,epsilon_insensitive,200,elasticnet,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 200, 'penalty': 'elasticnet'}",-0.8349756988578566,-0.44831705928533816,-0.7320664365883072,-0.3753337294997556,-0.30274599703737093,-0.5386877842537258,0.2077025631088487,631
0.09919557571411133,0.026117216736792636,0.0011991024017333984,0.00040169761265813534,32,0.1,invscaling,epsilon_insensitive,250,l2,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 250, 'penalty': 'l2'}",-0.4828990853744486,-0.4858459923996241,-0.4307894044037494,-0.2818940947830913,-0.4565913685264232,-0.42760398909746733,0.07554001185976535,613
0.11485443115234376,0.02788503621840085,0.0015416622161865234,0.0004551407402880668,32,0.1,invscaling,epsilon_insensitive,250,l1,"{'average': 32, 'eta0': 0.1, 'learning_rate': 'invscaling', 'loss': 'epsilon_insensitive', 'max_iter': 250, 'penalty': 'l1'}",-0.9130570747862936,-0.948873813638661,-0.5888222589681321,-0.6965323849696894,-1.7351851883035527,-0.9764941441332657,0.4022604435113194,784
