Row,ID,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,PredictedTsDDTestability
40,L450,ConsumerAgent$MatchRequestContent,simulator.CA.ConsumerAgent$MatchRequestContent,L138,L103,D:\IdeaProjects\10_water-simulator\src\main\java\simulator\CA\ConsumerAgent.java,541,2,586,3,0.0,0,0,0,0.0,,0,0,1,4,4,12,3,1,1,0,2,1.0,0.254902,13,12,2,0,0.254902,13,0,0,0,0,0,38,46,2,0,2,0,2,0,1,0,2,20,0,1,0,38,46,2,0,2,0,2,0,1,0,2,20,0,1,0,0,0,6,1,5,0,0,4,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.21333192964237174
41,L443,ConsumerGUI,simulator.CA.gui.ConsumerGUI,L672,L103,D:\IdeaProjects\10_water-simulator\src\main\java\simulator\CA\gui\ConsumerGUI.java,51,1,402,2,0.140118,3,7,3,0.116477,,41,0,1,5,4,27,5,2,3,5,11,0.5,0.240664,58,25,3,3,0.236486,70,0,0,0,0,0,183,300,22,0,22,0,6,0,5,0,6,126,0,5,0,226,352,25,4,25,4,15,0,14,1,15,150,0,14,1,0,1,53,2,44,0,0,7,0,7,0,1,0,3,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,1,1,0,0.3020929089316329
42,L1021,MetOfficeAgent$BehaviourReplyMetDataQuery,simulator.MOA.MetOfficeAgent$BehaviourReplyMetDataQuery,L998,L103,D:\IdeaProjects\10_water-simulator\src\main\java\simulator\MOA\MetOfficeAgent.java,86,5,214,6,0.204082,1,6,2,0.170543,,22,0,1,4,4,16,4,1,1,7,10,1.0,0.28125,36,10,2,0,0.28125,36,0,0,0,0,0,92,129,3,0,3,0,3,0,1,0,3,48,0,1,0,92,129,3,0,3,0,3,0,1,0,3,48,0,1,0,0,2,18,2,3,0,0,0,0,12,0,0,0,2,2,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22010104516215306
43,L1073,MetOfficeAgent$FileData,simulator.MOA.MetOfficeAgent$FileData,L998,L103,D:\IdeaProjects\10_water-simulator\src\main\java\simulator\MOA\MetOfficeAgent.java,322,5,339,6,0.0,0,0,0,0.0,,0,0,0,0,0,3,0,1,3,0,3,0.666667,0.6,15,12,2,1,0.6,15,0,0,0,0,0,10,18,2,2,2,2,3,0,2,0,3,4,0,2,0,10,18,2,2,2,2,3,0,2,0,3,4,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5208330908942452
44,L1457,AboutFrame,simulator.SA.gui.AboutFrame,L1447,L103,D:\IdeaProjects\10_water-simulator\src\main\java\simulator\SA\gui\AboutFrame.java,17,1,89,2,0.0,0,0,0,0.0,,0,0,0,0,0,1,0,1,1,0,1,1.0,0.210526,16,6,2,0,0.210526,16,0,0,0,0,0,60,73,4,0,4,0,1,0,1,0,1,12,0,1,0,60,73,4,0,4,0,1,0,1,0,1,12,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.8350474911015222
45,L1503,DemandCurveParameterFrame,simulator.SA.gui.DemandCurveParameterFrame,L1447,L103,D:\IdeaProjects\10_water-simulator\src\main\java\simulator\SA\gui\DemandCurveParameterFrame.java,40,1,618,2,0.0649038,1,3,1,0.0224525,,13,0,1,2,2,26,7,3,3,12,18,1.0,0.121622,36,30,2,0,0.125,42,0,0,0,0,0,260,544,32,0,32,0,6,0,1,0,6,99,0,1,0,294,579,32,0,32,0,8,0,3,0,8,117,0,3,0,0,2,32,7,55,0,0,5,0,6,0,0,0,0,0,0,0,47,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4,0,5,2,0,0.2866512111463816
46,L1816,PricingPolicyFrame,simulator.SA.gui.PricingPolicyFrame,L1447,L103,D:\IdeaProjects\10_water-simulator\src\main\java\simulator\SA\gui\PricingPolicyFrame.java,38,1,380,2,0.108635,1,4,1,0.058309,,20,0,1,2,2,9,1,1,2,0,3,1.0,0.166667,38,35,2,0,0.154762,39,0,0,0,0,0,190,313,37,0,37,0,3,0,1,1,3,36,0,1,1,213,343,40,4,40,4,9,0,7,2,9,45,0,7,2,0,2,32,8,74,0,0,5,0,7,0,0,0,0,0,0,0,63,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,4,2,0,3,0,0.37626144295538794
47,L1999,ProgressGui,simulator.SA.gui.ProgressGui,L1447,L103,D:\IdeaProjects\10_water-simulator\src\main\java\simulator\SA\gui\ProgressGui.java,31,1,315,2,0.0,0,0,0,0.0,,0,0,1,1,1,10,4,6,5,1,9,0.375,0.235714,33,12,3,5,0.204545,45,0,0,0,0,0,107,188,21,0,21,0,8,0,7,0,8,68,0,7,0,175,285,31,0,31,0,16,0,15,0,16,115,0,15,0,0,0,44,9,35,0,0,4,0,0,0,1,0,0,0,0,0,31,37,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,2,0,2,0,0.17436572861294472
48,L2214,ReviewGUI,simulator.SA.gui.ReviewGUI,L1447,L103,D:\IdeaProjects\10_water-simulator\src\main\java\simulator\SA\gui\ReviewGUI.java,26,1,492,2,0.0,0,0,0,0.0,,0,0,2,2,2,16,6,2,3,11,23,0.0833333,0.0237389,8,6,1,11,0.0266667,10,0,0,0,0,0,329,419,71,1,71,1,12,0,11,1,12,193,0,11,1,365,467,75,5,75,5,20,0,19,3,20,203,0,19,3,0,0,60,5,72,0,0,0,0,0,0,1,0,0,70,0,0,2,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,10,1,0,1,0,0.4861177869461666
49,L2465,ScenarioDesignWizard,simulator.SA.gui.ScenarioDesignWizard,L1447,L103,D:\IdeaProjects\10_water-simulator\src\main\java\simulator\SA\gui\ScenarioDesignWizard.java,53,1,2223,2,0.132595,4,17,4,0.0419162,,91,0,1,1,1,3,4,9,1,2,4,1.0,0.272727,18,16,3,0,0.130142,174,0,0,0,0,0,48,148,21,0,21,0,2,0,2,0,2,22,0,2,0,1163,2171,184,9,184,9,36,0,20,4,36,235,0,20,4,0,131,151,24,368,0,14,37,0,33,0,0,0,1,9,0,0,402,87,5,0,0,0,0,0,6,9,0,0,0,0,0,0,8,17,2,30,2,12,5,0,0.20570761685991948
