Row,ID,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,PredictedTsDDTestability
332,L9143,DummyLocation,org.scijava.io.location.DummyLocation,L9683,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\io\location\DummyLocation.java,37,1,39,2,0.0,0,0,0,0.0,,0,0,0,0,0,0,1,1,0,0,0,1.0,0.75,6,5,1,0,0.75,6,2,2,0,0,1,2,3,0,2,0,0,0,0,0,0,6,0,0,6,0,2,3,0,2,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8968218948649415
333,L6718,FileLocation,org.scijava.io.location.FileLocation,L9683,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\io\location\FileLocation.java,46,1,127,2,0.0,0,0,0,0.0,,0,0,1,1,1,15,2,13,25,0,12,0.333333,0.157143,11,11,4,8,0.157143,11,2,3,0,0,2,59,82,1,3,1,3,12,0,11,0,16,23,0,15,0,59,82,1,3,1,3,12,0,11,0,16,23,0,15,0,0,0,26,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7710048136180556
334,L9880,FileLocationResolver,org.scijava.io.location.FileLocationResolver,L9683,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\io\location\FileLocationResolver.java,41,1,52,2,0.0,0,0,0,0.0,,0,0,1,0,0,2,5,0,0,2,4,0.333333,0.333333,5,5,1,2,0.333333,5,6,19,0,0,1,10,12,4,7,0,0,2,0,2,0,18,2,0,18,3,10,12,4,7,0,0,2,0,2,0,18,2,0,18,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5837255222139374
335,L9932,URILocation,org.scijava.io.location.URILocation,L9683,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\io\location\URILocation.java,47,1,124,2,0.0,0,0,0,0.0,,0,0,1,2,2,11,2,0,0,0,7,0.5,0.347826,24,23,3,3,0.347826,24,2,2,0,0,1,45,78,2,4,2,3,7,0,5,0,12,19,0,10,0,45,78,2,4,2,3,7,0,5,0,12,19,0,10,0,0,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6023014259699536
336,L9976,URLLocation,org.scijava.io.location.URLLocation,L9683,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\io\location\URLLocation.java,41,1,73,2,0.0,0,0,0,0.0,,0,0,0,1,1,4,1,0,0,0,3,0.75,0.419355,13,13,3,1,0.419355,13,2,2,0,0,1,18,33,1,3,1,2,3,0,3,0,8,5,0,8,0,18,33,1,3,1,2,3,0,3,0,8,5,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5646777826677164
337,L9997,ByteBufferByteBank,org.scijava.io.nio.ByteBufferByteBank,L9992,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\io\nio\ByteBufferByteBank.java,43,1,180,2,0.0,0,0,0,0.0,,0,0,1,1,1,19,1,0,0,2,16,0.0769231,0.191667,23,7,1,12,0.191667,23,1,1,0,0,1,97,138,4,4,4,3,14,0,12,2,22,47,0,20,2,97,138,4,4,4,3,14,0,12,2,22,47,0,20,2,0,2,25,0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.784457263376295
338,L10077,DefaultNIOService,org.scijava.io.nio.DefaultNIOService,L9992,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\io\nio\DefaultNIOService.java,50,1,117,2,0.0,0,0,0,0.0,,0,0,1,1,1,4,6,0,0,1,4,1.0,0.515152,34,34,2,0,0.515152,34,5,17,0,0,2,32,68,6,6,2,0,3,0,1,0,20,8,0,18,3,32,68,6,6,2,0,3,0,1,0,20,8,0,18,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5187673933512361
339,L10270,AbstractLogService$RootLogger,org.scijava.log.AbstractLogService$RootLogger,L10243,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\log\AbstractLogService.java,182,2,194,3,0.0,0,0,0,0.0,,0,0,0,0,0,2,5,1,1,3,5,0.333333,0.0833333,1,1,1,2,0.0833333,1,2,3,0,0,1,11,13,4,4,0,1,2,0,2,0,37,2,0,37,0,11,13,4,4,0,1,2,0,2,0,37,2,0,37,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5396690418541805
340,L10738,MainArgument,org.scijava.main.console.MainArgument,L10735,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\main\console\MainArgument.java,49,1,97,2,0.0,0,0,0,0.0,,0,0,1,1,1,12,5,0,0,4,8,1.0,0.27907,12,10,4,0,0.27907,12,6,19,0,0,1,31,49,7,8,2,0,4,0,3,0,24,16,0,21,3,31,49,7,8,2,0,4,0,3,0,24,16,0,21,3,0,0,8,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6026221211209349
341,L10779,DefaultMainService$DefaultMain,org.scijava.main.DefaultMainService$DefaultMain,L10758,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\main\DefaultMainService.java,80,2,121,3,0.0,0,0,0,0.0,,0,0,1,2,2,12,4,1,1,3,7,0.2,0.05,2,2,1,4,0.05,2,1,1,0,0,1,38,42,2,0,2,0,4,0,4,0,4,16,0,4,0,38,42,2,0,2,0,4,0,4,0,4,16,0,4,0,0,0,11,1,8,0,0,3,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0.45053148746324495
342,L10816,MainCodeRunner,org.scijava.main.run.MainCodeRunner,L10813,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\main\run\MainCodeRunner.java,49,1,127,2,0.0,0,0,0,0.0,,0,0,2,4,3,19,6,0,0,2,8,0.75,0.123288,9,9,3,1,0.123288,9,6,19,0,0,1,64,79,4,9,1,2,6,0,3,0,21,36,0,17,3,64,79,4,9,1,2,6,0,3,0,21,36,0,17,3,0,0,18,0,9,0,0,9,0,0,0,1,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46691609218846214
343,L10995,MenuEvent,org.scijava.menu.event.MenuEvent,L10989,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\menu\event\MenuEvent.java,44,1,54,2,0.0,0,0,0,0.0,,0,0,0,0,0,2,2,3,6,2,4,0.333333,0.428571,6,6,1,2,0.428571,6,4,4,3,3,1,8,11,5,4,0,0,2,0,2,0,17,2,0,17,3,8,11,5,4,0,0,2,0,2,0,17,2,0,17,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6084249389510337
344,L11014,MenusAddedEvent,org.scijava.menu.event.MenusAddedEvent,L10989,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\menu\event\MenusAddedEvent.java,43,1,53,2,0.0,0,0,0,0.0,,0,0,0,0,0,2,2,1,2,2,4,0.333333,0.428571,6,6,1,2,0.428571,6,5,5,0,0,1,8,11,5,4,0,0,2,0,2,0,19,2,0,19,3,8,11,5,4,0,0,2,0,2,0,19,2,0,19,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6057387240019999
345,L11024,MenusRemovedEvent,org.scijava.menu.event.MenusRemovedEvent,L10989,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\menu\event\MenusRemovedEvent.java,43,1,53,2,0.0,0,0,0,0.0,,0,0,0,0,0,2,2,1,2,2,4,0.333333,0.428571,6,6,1,2,0.428571,6,5,5,0,0,1,8,11,5,4,0,0,2,0,2,0,19,2,0,19,3,8,11,5,4,0,0,2,0,2,0,19,2,0,19,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6057387240019999
346,L11030,MenusUpdatedEvent,org.scijava.menu.event.MenusUpdatedEvent,L10989,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\menu\event\MenusUpdatedEvent.java,43,1,53,2,0.0,0,0,0,0.0,,0,0,0,0,0,2,2,1,2,2,4,0.333333,0.428571,6,6,1,2,0.428571,6,5,5,0,0,1,8,11,5,4,0,0,2,0,2,0,19,2,0,19,3,8,11,5,4,0,0,2,0,2,0,19,2,0,19,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6057387240019999
347,L12167,ModuleCanceledEvent,org.scijava.module.event.ModuleCanceledEvent,L12151,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\module\event\ModuleCanceledEvent.java,49,1,68,2,0.0,0,0,0,0.0,,0,0,0,0,0,3,2,1,1,1,4,0.5,0.5,13,13,2,2,0.5,13,5,5,0,0,1,13,20,6,5,1,1,3,0,3,0,18,4,0,18,3,13,20,6,5,1,1,3,0,3,0,18,4,0,18,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6459613896241803
348,L12184,ModuleEvent,org.scijava.module.event.ModuleEvent,L12151,L103,D:\IdeaProjects\scijava-common\src\main\java\org\scijava\module\event\ModuleEvent.java,40,1,59,2,0.0,0,0,0,0.0,,0,0,1,0,0,3,2,2,2,1,4,0.5,0.315789,6,6,2,2,0.315789,6,3,3,1,9,1,13,20,5,4,1,1,3,0,3,0,14,3,0,14,3,13,20,5,4,1,1,3,0,3,0,14,3,0,14,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6674919372471951
